vendor_symbol,company_name,sector,industry,country,shares_outstanding,source
APUS,"Apimeds Pharmaceuticals US, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,1509117.0,yfinance
APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,United States,1246105.0,yfinance
APWC,Asia Pacific Wire & Cable Corporation Limited,Industrials,Electrical Equipment & Parts,Taiwan,41232454.0,yfinance
APXT,Apex Treasury Corporation,Financial Services,Shell Companies,United States,34470000.0,yfinance
APYX,Apyx Medical Corporation,Healthcare,Medical Devices,United States,42110354.0,yfinance
AQB,"AquaBounty Technologies, Inc.",Consumer Defensive,Farm Products,United States,5147204.0,yfinance
AQMS,"Aqua Metals, Inc.",Industrials,Waste Management,United States,3554920.0,yfinance
AQN,Algonquin Power & Utilities Corp.,Utilities,Utilities - Diversified,Canada,769665544.0,yfinance
AQST,"Aquestive Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,125466988.0,yfinance
AR,Antero Resources Corporation,Energy,Oil & Gas E&P,United States,307439000.0,yfinance
ARAI,Arrive AI Inc.,Technology,Scientific & Technical Instruments,United States,,yfinance
ARAY,Accuray Incorporated,Healthcare,Medical Devices,United States,119433440.0,yfinance
ARBB,ARB IOT Group Limited,Technology,Information Technology Services,Singapore,1765256.0,yfinance
ARBE,Arbe Robotics Ltd.,Technology,Scientific & Technical Instruments,Israel,122649743.0,yfinance
ARCB,ArcBest Corporation,Industrials,Trucking,United States,22351354.0,yfinance
ARCI,Archimedes Tech SPAC Partners III Co.,Financial Services,Shell Companies,United States,35262000.0,yfinance
ARCO,Arcos Dorados Holdings Inc.,Consumer Cyclical,Restaurants,Uruguay,130663057.0,yfinance
ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,United States,28423069.0,yfinance
ARDT,"Ardent Health, Inc.",Healthcare,Medical Care Facilities,United States,143350031.0,yfinance
ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,United States,247029387.0,yfinance
ARE,Alexandria Real Estate Equities,Real Estate,REIT - Office,United States,,yfinance
AREC,American Resources Corporation,Industrials,Waste Management,United States,106971272.0,yfinance
AREN,"The Arena Group Holdings, Inc.",Communication Services,Internet Content & Information,United States,47602790.0,yfinance
ARES,Ares Management Corporation,Financial Services,Asset Management,United States,222028421.0,yfinance
ARHS,"Arhaus, Inc.",Consumer Cyclical,Specialty Retail,United States,54424464.0,yfinance
ARI,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,United States,130947251.0,yfinance
ARIS,Aris Mining Corporation,Basic Materials,Gold,Canada,206430693.0,yfinance
ARKO,Arko Corp.,Consumer Cyclical,Specialty Retail,United States,112185721.0,yfinance
ARKR,Ark Restaurants Corp.,Consumer Cyclical,Restaurants,United States,3606157.0,yfinance
ARL,"American Realty Investors, Inc.",Real Estate,Real Estate Services,United States,,yfinance
ARLO,"Arlo Technologies, Inc.",Industrials,Building Products & Equipment,United States,108609817.0,yfinance
ARMK,Aramark,Industrials,Specialty Business Services,United States,262953564.0,yfinance
ARMP,"Armata Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,36710810.0,yfinance
AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,United States,175261596.0,yfinance
AROW,Arrow Financial Corporation,Financial Services,Banks - Regional,United States,16529019.0,yfinance
ARQ,"Arq, Inc.",Industrials,Pollution & Treatment Controls,United States,42926258.0,yfinance
ARQQ,Arqit Quantum Inc.,Technology,Software - Infrastructure,United Kingdom,17402411.0,yfinance
ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology,United States,125083374.0,yfinance
ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,United States,141553046.0,yfinance
ARRY,"Array Technologies, Inc.",Technology,Solar,United States,153826378.0,yfinance
ARTL,"Artelo Biosciences, Inc.",Healthcare,Biotechnology,United States,3485540.0,yfinance
ARTNA,Artesian Resources Corporation,Utilities,Utilities - Regulated Water,United States,9442986.0,yfinance
ARTV,"Artiva Biotherapeutics, Inc.",Healthcare,Biotechnology,United States,48588198.0,yfinance
ARTW,"Art's-Way Manufacturing Co., Inc.",Industrials,Farm & Heavy Construction Machinery,United States,5201386.0,yfinance
ARVN,"Arvinas, Inc.",Healthcare,Biotechnology,United States,64521198.0,yfinance
ARW,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,United States,51133946.0,yfinance
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,140857021.0,yfinance
ARX,Accelerant Holdings,Financial Services,Insurance Brokers,Cayman Islands,112799194.0,yfinance
ARXS,"Arxis, Inc.",Industrials,Aerospace & Defense,United States,76797587.0,yfinance
AS,"Amer Sports, Inc.",Consumer Cyclical,Leisure,Finland,,yfinance
ASA,,Financial Services,Asset Management,United States,,yfinance
ASAN,"Asana, Inc.",Technology,Software - Application,United States,160969547.0,yfinance
ASB,Associated Banc-Corp,Financial Services,Banks - Regional,United States,188718000.0,yfinance
ASBP,"Aspire Biopharma Holdings, Inc.",Healthcare,Biotechnology,United States,1295234.0,yfinance
ASC,Ardmore Shipping Corporation,Industrials,Marine Shipping,Bermuda,40802614.0,yfinance
ASH,Ashland Inc.,Basic Materials,Specialty Chemicals,United States,45793370.0,yfinance
ASIC,Ategrity Specialty Insurance Co,Financial Services,Insurance - Property & Casualty,United States,,yfinance
ASIX,AdvanSix Inc.,Basic Materials,Chemicals,United States,26959036.0,yfinance
ASLE,AerSale Corporation,Industrials,Airports & Air Services,United States,47252829.0,yfinance
ASM,Avino Silver & Gold Mines Ltd.,Basic Materials,Other Precious Metals & Mining,Canada,,yfinance
ASMB,"Assembly Biosciences, Inc.",Healthcare,Biotechnology,United States,19817250.0,yfinance
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,384100000.0,yfinance
ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,Denmark,65592830.0,yfinance
ASO,"Academy Sports and Outdoors, Inc.",Consumer Cyclical,Specialty Retail,United States,62018371.0,yfinance
ASPI,ASP Isotopes Inc.,Basic Materials,Chemicals,United States,125903447.0,yfinance
ASPN,"Aspen Aerogels, Inc.",Basic Materials,Specialty Chemicals,United States,82877453.0,yfinance
ASPS,Altisource Portfolio Solutions S.A.,Real Estate,Real Estate Services,Luxembourg,11420206.0,yfinance
ASR,Grupo Aeroportuario del Sureste,Industrials,Airports & Air Services,Mexico,,yfinance
ASRV,"AmeriServ Financial, Inc.",Financial Services,Banks - Regional,United States,16964267.0,yfinance
ASST,"Strive, Inc.",Financial Services,Asset Management,United States,74307438.0,yfinance
ASTC,Astrotech Corporation,Technology,Scientific & Technical Instruments,United States,2009050.0,yfinance
ASTE,"Astec Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,United States,22992630.0,yfinance
ASTH,"Astrana Health, Inc.",Healthcare,Medical Care Facilities,United States,49583418.0,yfinance
ASTI,"Ascent Solar Technologies, Inc",Technology,Solar,United States,,yfinance
ASTL,Algoma Steel Group Inc.,Basic Materials,Steel,Canada,105388619.0,yfinance
ASTS,"AST SpaceMobile, Inc.",Technology,Communication Equipment,United States,298746383.0,yfinance
ASUR,"Asure Software, Inc.",Technology,Software - Application,United States,28879328.0,yfinance
ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials,United States,17484101.0,yfinance
ATAI,AtaiBeckley Inc.,Healthcare,Biotechnology,United States,369954432.0,yfinance
ATCH,"AtlasClear Holdings, Inc.",Financial Services,Capital Markets,United States,150337774.0,yfinance
ATCX,Atlas Critical Minerals Corporation,,,,4997446.0,yfinance
ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices,United States,153789305.0,yfinance
ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,United States,71998175.0,yfinance
ATER,"Aterian, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,10849410.0,yfinance
ATEX,Anterix Inc.,Communication Services,Telecom Services,United States,19498473.0,yfinance
ATGL,Alpha Technology Group Limited,Technology,Software - Infrastructure,Hong Kong,15262500.0,yfinance
ATHR,"Aether Holdings, Inc.",Technology,Software - Application,United States,12144730.0,yfinance
ATI,ATI Inc.,Industrials,Metal Fabrication,United States,136470427.0,yfinance
ATII,Archimedes Tech SPAC Partners II Co.,Financial Services,Shell Companies,United States,29590000.0,yfinance
ATKR,Atkore Inc.,Industrials,Electrical Equipment & Parts,United States,33767266.0,yfinance
ATLC,Atlanticus Holdings Corporation,Financial Services,Credit Services,United States,15117997.0,yfinance
ATLO,Ames National Corporation,Financial Services,Banks - Regional,United States,8857220.0,yfinance
ATLX,Atlas Lithium Corporation,Basic Materials,Other Industrial Metals & Mining,Brazil,29490887.0,yfinance
ATMP,Barclays ETN+ Select MLP ETN,,,,,yfinance
ATMU,Atmus Filtration Technologies Inc.,Consumer Cyclical,Auto Parts,United States,81672428.0,yfinance
ATNI,"ATN International, Inc.",Communication Services,Telecom Services,United States,15380853.0,yfinance
ATNM,"Actinium Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,31374994.0,yfinance
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,United States,166919822.0,yfinance
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,United States,38716500.0,yfinance
ATOS,"Atossa Therapeutics, Inc.",Healthcare,Biotechnology,United States,9974997.0,yfinance
ATPC,Agape ATP Corporation,Consumer Defensive,Packaged Foods,Malaysia,1000626.0,yfinance
ATR,"AptarGroup, Inc.",Healthcare,Medical Instruments & Supplies,United States,63820316.0,yfinance
ATRA,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,United States,9010172.0,yfinance
ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,United States,50866294.0,yfinance
ATRO,Astronics Corporation,Industrials,Aerospace & Defense,United States,38448408.0,yfinance
ATS,ATS Corporation,Industrials,Specialty Industrial Machinery,Canada,97007132.0,yfinance
ATXG,Addentax Group Corp.,Industrials,Integrated Freight & Logistics,China,1031435.0,yfinance
ATYR,"aTyr Pharma, Inc.",Healthcare,Biotechnology,United States,98051212.0,yfinance
AU,AngloGold Ashanti plc,Basic Materials,Gold,United States,505746148.0,yfinance
AUB,Atlantic Union Bankshares Corporation,Financial Services,Banks - Regional,United States,141924165.0,yfinance
AUBN,"Auburn National Bancorporation, Inc.",Financial Services,Banks - Regional,United States,3493256.0,yfinance
AUC,ATIF Holdings Limited,Financial Services,Capital Markets,United States,10313373.0,yfinance
AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel,25453614.0,yfinance
AUGO,Aura Minerals Inc.,Basic Materials,Gold,United States,83500000.0,yfinance
AUID,authID Inc.,Technology,Software - Infrastructure,United States,16720339.0,yfinance
AUNA,Auna SA,Healthcare,Medical Care Facilities,Luxembourg,30138747.0,yfinance
AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,128601671.0,yfinance
AUR,"Aurora Innovation, Inc.",Consumer Cyclical,Auto Parts,United States,1653863906.0,yfinance
AURA,"Aura Biosciences, Inc.",Healthcare,Biotechnology,United States,103436416.0,yfinance
AURE,Aurelion Inc.,Financial Services,Capital Markets,Hong Kong,21548484.0,yfinance
AUST,Austin Gold Corp.,Basic Materials,Gold,Canada,13693001.0,yfinance
AUUD,Auddia Inc.,Technology,Software - Application,United States,5364050.0,yfinance
AVA,Avista Corporation,Utilities,Utilities - Diversified,United States,82638430.0,yfinance
AVAH,Aveanna Healthcare Holdings Inc.,Healthcare,Medical Care Facilities,United States,217755203.0,yfinance
AVAT,Avalanche Treasury Corporation,Financial Services,Asset Management,United States,39514805.0,yfinance
AVAV,"AeroVironment, Inc.",Industrials,Aerospace & Defense,United States,50608030.0,yfinance
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,United States,142797963.0,yfinance
AVBC,"Avidia Bancorp, Inc.",Financial Services,Banks - Regional,United States,18570531.0,yfinance
AVBH,"Avidbank Holdings, Inc.",Financial Services,Banks - Regional,United States,10955167.0,yfinance
AVBP,"ArriVent BioPharma, Inc.",Healthcare,Biotechnology,United States,,yfinance
AVD,American Vanguard Corporation,Basic Materials,Agricultural Inputs,United States,,yfinance
AVEX,AEVEX Corp.,Industrials,Aerospace & Defense,United States,56470333.0,yfinance
AVGO,Broadcom Inc.,Technology,Semiconductors,United States,4757580198.0,yfinance
AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,80027099.0,yfinance
AVLN,Avalyn Pharma Inc.,Healthcare,Biotechnology,United States,44333095.0,yfinance
AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,United States,91710167.0,yfinance
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,United States,12939463.0,yfinance
AVO,"Mission Produce, Inc.",Consumer Defensive,Food Distribution,United States,88319807.0,yfinance
AVPT,"AvePoint, Inc.",Technology,Software - Infrastructure,United States,212017196.0,yfinance
AVR,Anteris Technologies Global Corp.,Healthcare,Medical Instruments & Supplies,Australia,97342203.0,yfinance
AVT,"Avnet, Inc.",Technology,Electronics & Computer Distribution,United States,82024081.0,yfinance
AVTR,"Avantor, Inc.",Healthcare,Medical Instruments & Supplies,United States,676358840.0,yfinance
AVTX,"Avalo Therapeutics, Inc.",Healthcare,Biotechnology,United States,52902989.0,yfinance
AVX,Avax One Technology Ltd.,Technology,Software - Infrastructure,United States,,yfinance
AVXL,Anavex Life Sciences Corp.,Healthcare,Biotechnology,United States,92671758.0,yfinance
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,United States,,yfinance
AWI,"Armstrong World Industries, Inc.",Industrials,Building Products & Equipment,United States,42262826.0,yfinance
AWK,"American Water Works Company, I",Utilities,Utilities - Regulated Water,United States,198728989.0,yfinance
AWR,American States Water Company,Utilities,Utilities - Regulated Water,United States,39192653.0,yfinance
AWRE,"Aware, Inc.",Technology,Software - Application,United States,21646077.0,yfinance
AWX,Avalon Holdings Corporation,Industrials,Waste Management,United States,3287647.0,yfinance
AX,"Axos Financial, Inc.",Financial Services,Banks - Regional,United States,56884635.0,yfinance
AXG,Solowin Holdings,Financial Services,Capital Markets,Hong Kong,159082228.0,yfinance
AXGN,"Axogen, Inc.",Healthcare,Medical Devices,United States,53761513.0,yfinance
AXIL,"AXIL Brands, Inc.",Technology,Consumer Electronics,United States,6817717.0,yfinance
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,United States,80602077.0,yfinance
AXP,American Express Company,Financial Services,Credit Services,United States,675309833.0,yfinance
AXR,AMREP Corporation,Real Estate,Real Estate - Development,United States,5305199.0,yfinance
AXS,Axis Capital Holdings Limited,Financial Services,Insurance - Specialty,Bermuda,72966317.0,yfinance
AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,United States,51459766.0,yfinance
AXTA,Axalta Coating Systems Ltd.,Basic Materials,Specialty Chemicals,United States,214019997.0,yfinance
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,United States,65423184.0,yfinance
AYA,Aya Gold & Silver Inc.,Basic Materials,Silver,Canada,143349749.0,yfinance
AYI,Acuity Inc.,Industrials,Electrical Equipment & Parts,United States,29935547.0,yfinance
AYTU,"Aytu BioPharma, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,10733208.0,yfinance
AZ,A2Z Cust2Mate Solutions Corp.,Technology,Software - Application,Canada,44532164.0,yfinance
AZI,Autozi Internet Technology (Global) Ltd.,Consumer Cyclical,Auto & Truck Dealerships,China,1816998.0,yfinance
AZIO,"Azio AI Holdings, Inc.",Technology,Software - Infrastructure,United States,15391070.0,yfinance
AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,United Kingdom,,yfinance
AZO,"AutoZone, Inc.",Consumer Cyclical,Auto Parts,United States,,yfinance
AZTA,"Azenta, Inc.",Healthcare,Medical Instruments & Supplies,United States,46092804.0,yfinance
AZTR,"Azitra, Inc.",Healthcare,Biotechnology,United States,16192438.0,yfinance
AZZ,AZZ Inc.,Industrials,Specialty Business Services,United States,30051501.0,yfinance
B,Barrick Mining Corporation,Basic Materials,Gold,Canada,,yfinance
BA,The Boeing Company,Industrials,Aerospace & Defense,United States,790370020.0,yfinance
